country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United States,2022-01-21,-20.0,-11.0,-21.0,-33.0,-25.0,10.0
United States,2022-01-22,-19.0,-10.0,-16.0,-31.0,-11.0,6.0
United States,2022-01-23,-19.0,-12.0,-16.0,-29.0,-12.0,5.0
United States,2022-01-24,-19.0,-8.0,-16.0,-32.0,-25.0,9.0
United States,2022-01-25,-17.0,-6.0,-15.0,-32.0,-25.0,8.0
United States,2022-01-26,-16.0,-6.0,-15.0,-32.0,-24.0,8.0
United States,2022-01-27,-15.0,-4.0,-10.0,-30.0,-23.0,8.0
United States,2022-01-28,-16.0,-5.0,-15.0,-30.0,-22.0,8.0
United States,2022-01-29,-22.0,-15.0,-15.0,-36.0,-14.0,7.0
United States,2022-01-30,-18.0,-11.0,-15.0,-28.0,-11.0,4.0
United States,2022-01-31,-15.0,-4.0,-13.0,-30.0,-23.0,7.0
United States,2022-02-01,-10.0,4.0,-8.0,-28.0,-23.0,6.0
United States,2022-02-02,-17.0,-4.0,-15.0,-31.0,-26.0,9.0
United States,2022-02-03,-25.0,-12.0,-19.0,-36.0,-33.0,13.0
United States,2022-02-04,-23.0,-15.0,-22.0,-35.0,-31.0,13.0
United States,2022-02-05,-13.0,-6.0,-9.0,-26.0,-8.0,4.0
United States,2022-02-06,-12.0,-7.0,-7.0,-25.0,-9.0,3.0
United States,2022-02-07,-14.0,-5.0,-11.0,-28.0,-22.0,7.0
United States,2022-02-08,-12.0,-3.0,-5.0,-27.0,-22.0,6.0
United States,2022-02-09,-10.0,-2.0,0.0,-26.0,-21.0,6.0
United States,2022-02-10,-11.0,-1.0,4.0,-25.0,-21.0,6.0
United States,2022-02-11,-11.0,-3.0,3.0,-24.0,-20.0,6.0
United States,2022-02-12,-8.0,2.0,12.0,-20.0,-7.0,2.0
United States,2022-02-13,-16.0,4.0,-15.0,-25.0,-10.0,2.0
United States,2022-02-14,-5.0,6.0,-7.0,-27.0,-23.0,6.0
United States,2022-02-15,-14.0,-5.0,-4.0,-26.0,-21.0,6.0
United States,2022-02-16,-11.0,-4.0,0.0,-25.0,-20.0,6.0
United States,2022-02-17,-15.0,-7.0,-2.0,-26.0,-22.0,7.0
United States,2022-02-18,-13.0,-9.0,-4.0,-24.0,-23.0,7.0
United States,2022-02-19,-9.0,-6.0,6.0,-19.0,-8.0,3.0
United States,2022-02-20,-6.0,-6.0,11.0,-19.0,-10.0,2.0
United States,2022-02-21,-7.0,-4.0,14.0,-29.0,-38.0,9.0
United States,2022-02-22,-14.0,-7.0,-10.0,-28.0,-24.0,7.0
United States,2022-02-23,-13.0,-6.0,-4.0,-27.0,-23.0,7.0
United States,2022-02-24,-15.0,-7.0,-9.0,-28.0,-25.0,8.0
United States,2022-02-25,-15.0,-12.0,-11.0,-29.0,-23.0,8.0
United States,2022-02-26,-9.0,-6.0,1.0,-20.0,-7.0,2.0
United States,2022-02-27,-8.0,-6.0,-3.0,-19.0,-9.0,2.0
United States,2022-02-28,-10.0,-4.0,-2.0,-25.0,-21.0,5.0
United States,2022-03-01,-7.0,-1.0,8.0,-24.0,-21.0,5.0
United States,2022-03-02,-8.0,-3.0,11.0,-24.0,-20.0,4.0
United States,2022-03-03,-8.0,-2.0,7.0,-25.0,-20.0,4.0
United States,2022-03-04,-10.0,-7.0,0.0,-25.0,-19.0,5.0
United States,2022-03-05,-7.0,-4.0,19.0,-20.0,-7.0,1.0
United States,2022-03-06,-7.0,-5.0,10.0,-20.0,-9.0,2.0
United States,2022-03-07,-14.0,-6.0,-5.0,-27.0,-21.0,6.0
United States,2022-03-08,-12.0,-5.0,-2.0,-27.0,-20.0,5.0
United States,2022-03-09,-13.0,-7.0,-6.0,-28.0,-20.0,6.0
United States,2022-03-10,-12.0,-5.0,1.0,-27.0,-20.0,5.0
United States,2022-03-11,-14.0,-8.0,-4.0,-27.0,-21.0,6.0
United States,2022-03-12,-16.0,-13.0,-13.0,-26.0,-10.0,4.0
United States,2022-03-13,-10.0,-8.0,0.0,-20.0,-9.0,2.0
United States,2022-03-14,-12.0,-5.0,12.0,-26.0,-24.0,6.0
United States,2022-03-15,-10.0,-4.0,19.0,-25.0,-23.0,5.0
United States,2022-03-16,-7.0,-4.0,25.0,-24.0,-22.0,5.0
United States,2022-03-17,-9.0,-5.0,20.0,-25.0,-23.0,5.0
United States,2022-03-18,-11.0,-9.0,15.0,-24.0,-24.0,5.0
United States,2022-03-19,-9.0,-6.0,19.0,-19.0,-8.0,1.0
United States,2022-03-20,-6.0,-5.0,24.0,-15.0,-9.0,1.0
United States,2022-03-21,-12.0,-6.0,16.0,-26.0,-22.0,5.0
United States,2022-03-22,-12.0,-6.0,12.0,-26.0,-21.0,5.0
United States,2022-03-23,-11.0,-7.0,4.0,-26.0,-21.0,5.0
United States,2022-03-24,-11.0,-6.0,9.0,-26.0,-21.0,5.0
United States,2022-03-25,-11.0,-8.0,12.0,-25.0,-20.0,4.0
United States,2022-03-26,-9.0,-6.0,22.0,-20.0,-7.0,1.0
United States,2022-03-27,-8.0,-6.0,10.0,-18.0,-9.0,1.0
United States,2022-03-28,-14.0,-8.0,-1.0,-28.0,-21.0,6.0
United States,2022-03-29,-12.0,-6.0,7.0,-27.0,-20.0,5.0
United States,2022-03-30,-11.0,-7.0,8.0,-27.0,-20.0,5.0
United States,2022-03-31,-10.0,-6.0,8.0,-26.0,-20.0,5.0
United States,2022-04-01,-8.0,-5.0,11.0,-24.0,-19.0,4.0
United States,2022-04-02,-7.0,-4.0,29.0,-19.0,-7.0,1.0
United States,2022-04-03,-6.0,-4.0,15.0,-18.0,-8.0,1.0
United States,2022-04-04,-11.0,-4.0,12.0,-26.0,-21.0,4.0
United States,2022-04-05,-11.0,-4.0,13.0,-25.0,-21.0,5.0
United States,2022-04-06,-10.0,-5.0,11.0,-25.0,-20.0,5.0
United States,2022-04-07,-10.0,-5.0,12.0,-25.0,-20.0,5.0
United States,2022-04-08,-9.0,-5.0,13.0,-23.0,-20.0,4.0
United States,2022-04-09,-6.0,-2.0,28.0,-17.0,-7.0,1.0
United States,2022-04-10,-4.0,-2.0,24.0,-15.0,-8.0,0.0
United States,2022-04-11,-10.0,-2.0,16.0,-25.0,-21.0,5.0
United States,2022-04-12,-9.0,-2.0,24.0,-24.0,-21.0,4.0
United States,2022-04-13,-8.0,-3.0,18.0,-25.0,-21.0,4.0
United States,2022-04-14,-5.0,1.0,24.0,-23.0,-22.0,4.0
United States,2022-04-15,-6.0,0.0,27.0,-26.0,-35.0,7.0
United States,2022-04-16,-8.0,7.0,28.0,-22.0,-13.0,1.0
United States,2022-04-17,-31.0,-17.0,21.0,-22.0,-23.0,0.0
United States,2022-04-18,-12.0,-7.0,5.0,-27.0,-27.0,6.0
United States,2022-04-19,-11.0,-5.0,15.0,-26.0,-21.0,5.0
United States,2022-04-20,-8.0,-4.0,22.0,-24.0,-20.0,4.0
United States,2022-04-21,-8.0,-3.0,29.0,-24.0,-21.0,4.0
United States,2022-04-22,-8.0,-6.0,27.0,-23.0,-21.0,4.0
United States,2022-04-23,-5.0,-2.0,59.0,-16.0,-7.0,0.0
United States,2022-04-24,-4.0,-2.0,39.0,-14.0,-9.0,0.0
United States,2022-04-25,-10.0,-3.0,16.0,-24.0,-20.0,4.0
United States,2022-04-26,-9.0,-2.0,17.0,-24.0,-19.0,4.0
United States,2022-04-27,-7.0,-2.0,22.0,-23.0,-18.0,3.0
United States,2022-04-28,-7.0,-1.0,26.0,-22.0,-19.0,3.0
United States,2022-04-29,-7.0,-3.0,26.0,-21.0,-19.0,3.0
United States,2022-04-30,-5.0,-1.0,47.0,-16.0,-7.0,0.0
United States,2022-05-01,-3.0,0.0,34.0,-14.0,-8.0,0.0
United States,2022-05-02,-8.0,0.0,18.0,-25.0,-20.0,4.0
United States,2022-05-03,-6.0,2.0,21.0,-23.0,-19.0,4.0
United States,2022-05-04,-6.0,1.0,22.0,-23.0,-19.0,3.0
United States,2022-05-05,-4.0,2.0,29.0,-22.0,-19.0,3.0
United States,2022-05-06,-7.0,-2.0,13.0,-23.0,-20.0,4.0
United States,2022-05-07,-2.0,7.0,36.0,-18.0,-9.0,0.0
United States,2022-05-08,2.0,6.0,25.0,-15.0,-10.0,-1.0
United States,2022-05-09,-8.0,-1.0,29.0,-23.0,-21.0,4.0
United States,2022-05-10,-5.0,1.0,37.0,-22.0,-20.0,3.0
United States,2022-05-11,-6.0,0.0,35.0,-22.0,-19.0,3.0
United States,2022-05-12,-6.0,0.0,39.0,-21.0,-20.0,3.0
United States,2022-05-13,-8.0,-3.0,35.0,-21.0,-20.0,3.0
United States,2022-05-14,-6.0,-1.0,57.0,-15.0,-9.0,0.0
United States,2022-05-15,-4.0,0.0,45.0,-12.0,-9.0,0.0
United States,2022-05-16,-9.0,-1.0,28.0,-23.0,-21.0,4.0
United States,2022-05-17,-7.0,0.0,40.0,-21.0,-20.0,3.0
United States,2022-05-18,-6.0,-1.0,31.0,-21.0,-20.0,3.0
United States,2022-05-19,-6.0,0.0,36.0,-21.0,-21.0,3.0
United States,2022-05-20,-8.0,-4.0,30.0,-21.0,-21.0,3.0
United States,2022-05-21,-8.0,-1.0,53.0,-14.0,-9.0,0.0
United States,2022-05-22,-5.0,-1.0,40.0,-12.0,-10.0,0.0
United States,2022-05-23,-8.0,-1.0,27.0,-22.0,-22.0,4.0
United States,2022-05-24,-7.0,-1.0,30.0,-22.0,-22.0,4.0
United States,2022-05-25,-5.0,0.0,28.0,-21.0,-22.0,4.0
United States,2022-05-26,-4.0,1.0,34.0,-19.0,-23.0,4.0
United States,2022-05-27,-7.0,-1.0,36.0,-19.0,-27.0,4.0
United States,2022-05-28,-9.0,1.0,60.0,-14.0,-15.0,0.0
United States,2022-05-29,-4.0,1.0,79.0,-13.0,-14.0,-2.0
United States,2022-05-30,-11.0,-4.0,82.0,-34.0,-72.0,14.0
United States,2022-05-31,-7.0,2.0,38.0,-20.0,-26.0,4.0
United States,2022-06-01,-5.0,2.0,33.0,-20.0,-24.0,4.0
United States,2022-06-02,-6.0,1.0,39.0,-21.0,-25.0,4.0
United States,2022-06-03,-7.0,-1.0,41.0,-20.0,-25.0,4.0
United States,2022-06-04,-8.0,0.0,64.0,-12.0,-9.0,0.0
United States,2022-06-05,-5.0,0.0,53.0,-10.0,-10.0,0.0
United States,2022-06-06,-8.0,0.0,34.0,-21.0,-27.0,5.0
United States,2022-06-07,-7.0,0.0,38.0,-21.0,-26.0,5.0
United States,2022-06-08,-6.0,-1.0,37.0,-20.0,-26.0,5.0
United States,2022-06-09,-6.0,0.0,47.0,-20.0,-27.0,5.0
United States,2022-06-10,-8.0,-3.0,44.0,-19.0,-28.0,4.0
United States,2022-06-11,-9.0,-1.0,62.0,-11.0,-10.0,0.0
United States,2022-06-12,-6.0,-1.0,43.0,-10.0,-10.0,0.0
United States,2022-06-13,-8.0,-1.0,34.0,-21.0,-28.0,5.0
United States,2022-06-14,-7.0,0.0,42.0,-20.0,-27.0,5.0
United States,2022-06-15,-5.0,1.0,43.0,-19.0,-27.0,5.0
United States,2022-06-16,-6.0,1.0,44.0,-19.0,-28.0,5.0
United States,2022-06-17,-8.0,-1.0,48.0,-18.0,-30.0,5.0
United States,2022-06-18,-7.0,4.0,69.0,-9.0,-11.0,-1.0
United States,2022-06-19,-3.0,3.0,59.0,-9.0,-12.0,-2.0
United States,2022-06-20,-7.0,-1.0,49.0,-23.0,-37.0,7.0
United States,2022-06-21,-7.0,0.0,46.0,-20.0,-28.0,5.0
United States,2022-06-22,-7.0,-1.0,40.0,-20.0,-28.0,5.0
United States,2022-06-23,-7.0,0.0,51.0,-19.0,-29.0,5.0
United States,2022-06-24,-9.0,-3.0,52.0,-18.0,-30.0,5.0
United States,2022-06-25,-10.0,-1.0,70.0,-10.0,-10.0,0.0
United States,2022-06-26,-7.0,-2.0,57.0,-6.0,-9.0,0.0
United States,2022-06-27,-9.0,-2.0,37.0,-21.0,-30.0,5.0
United States,2022-06-28,-7.0,0.0,49.0,-20.0,-29.0,5.0
United States,2022-06-29,-6.0,0.0,48.0,-19.0,-29.0,5.0
United States,2022-06-30,-4.0,3.0,53.0,-17.0,-30.0,5.0
United States,2022-07-01,-5.0,5.0,51.0,-16.0,-33.0,5.0
United States,2022-07-02,-10.0,5.0,67.0,-10.0,-15.0,0.0
United States,2022-07-03,-5.0,6.0,86.0,-12.0,-14.0,-2.0
United States,2022-07-04,-20.0,-5.0,127.0,-36.0,-75.0,14.0
United States,2022-07-05,-9.0,1.0,33.0,-20.0,-36.0,7.0
United States,2022-07-06,-8.0,0.0,41.0,-21.0,-31.0,6.0
United States,2022-07-07,-7.0,1.0,48.0,-21.0,-31.0,5.0
United States,2022-07-08,-10.0,-4.0,40.0,-22.0,-31.0,6.0
United States,2022-07-09,-11.0,-2.0,59.0,-12.0,-10.0,0.0
United States,2022-07-10,-7.0,-2.0,53.0,-9.0,-10.0,0.0
United States,2022-07-11,-9.0,-1.0,40.0,-21.0,-31.0,5.0
United States,2022-07-12,-8.0,-1.0,43.0,-21.0,-30.0,5.0
United States,2022-07-13,-7.0,-1.0,46.0,-20.0,-29.0,5.0
United States,2022-07-14,-8.0,0.0,52.0,-19.0,-30.0,5.0
United States,2022-07-15,-11.0,-5.0,48.0,-20.0,-31.0,6.0
United States,2022-07-16,-11.0,-2.0,61.0,-11.0,-10.0,0.0
United States,2022-07-17,-8.0,-2.0,46.0,-9.0,-10.0,1.0
United States,2022-07-18,-10.0,-2.0,33.0,-22.0,-31.0,10.0
United States,2022-07-19,-8.0,-1.0,42.0,-21.0,-30.0,10.0
United States,2022-07-20,-7.0,-1.0,43.0,-20.0,-29.0,5.0
United States,2022-07-21,-8.0,0.0,47.0,-20.0,-30.0,5.0
United States,2022-07-22,-10.0,-2.0,46.0,-19.0,-30.0,6.0
United States,2022-07-23,-11.0,-2.0,57.0,-11.0,-10.0,1.0
United States,2022-07-24,-8.0,-3.0,42.0,-10.0,-10.0,1.0
United States,2022-07-25,-10.0,-2.0,32.0,-21.0,-31.0,7.0
United States,2022-07-26,-7.0,1.0,41.0,-20.0,-29.0,6.0
United States,2022-07-27,-6.0,0.0,43.0,-19.0,-29.0,5.0
United States,2022-07-28,-6.0,1.0,47.0,-19.0,-29.0,5.0
United States,2022-07-29,-8.0,2.0,46.0,-18.0,-30.0,5.0
United States,2022-07-30,-9.0,-1.0,66.0,-9.0,-9.0,0.0
United States,2022-07-31,-6.0,-1.0,49.0,-7.0,-9.0,0.0
United States,2022-08-01,-6.0,2.0,33.0,-20.0,-30.0,6.0
United States,2022-08-02,-5.0,1.0,44.0,-20.0,-29.0,6.0
United States,2022-08-03,-4.0,2.0,40.0,-20.0,-29.0,5.0
United States,2022-08-04,-5.0,1.0,44.0,-20.0,-29.0,5.0
United States,2022-08-05,-8.0,-2.0,40.0,-20.0,-30.0,5.0
United States,2022-08-06,-9.0,0.0,57.0,-10.0,-10.0,0.0
United States,2022-08-07,-6.0,0.0,40.0,-9.0,-9.0,0.0
United States,2022-08-08,-8.0,0.0,30.0,-21.0,-30.0,6.0
United States,2022-08-09,-7.0,0.0,36.0,-21.0,-29.0,5.0
United States,2022-08-10,-6.0,0.0,39.0,-20.0,-28.0,5.0
United States,2022-08-11,-6.0,1.0,46.0,-20.0,-28.0,5.0
United States,2022-08-12,-9.0,-3.0,45.0,-19.0,-29.0,4.0
United States,2022-08-13,-9.0,0.0,64.0,-10.0,-9.0,0.0
United States,2022-08-14,-5.0,0.0,47.0,-8.0,-8.0,1.0
United States,2022-08-15,-7.0,0.0,33.0,-21.0,-29.0,7.0
United States,2022-08-16,-6.0,1.0,39.0,-20.0,-28.0,7.0
United States,2022-08-17,-5.0,0.0,39.0,-20.0,-27.0,7.0
United States,2022-08-18,-6.0,0.0,47.0,-19.0,-27.0,7.0
United States,2022-08-19,-8.0,-3.0,42.0,-19.0,-28.0,7.0
United States,2022-08-20,-8.0,-1.0,58.0,-11.0,-9.0,2.0
United States,2022-08-21,-6.0,-1.0,39.0,-9.0,-8.0,2.0
United States,2022-08-22,-9.0,-2.0,25.0,-22.0,-28.0,8.0
United States,2022-08-23,-8.0,0.0,37.0,-20.0,-27.0,7.0
United States,2022-08-24,-7.0,-1.0,38.0,-20.0,-26.0,7.0
United States,2022-08-25,-7.0,-1.0,41.0,-20.0,-26.0,7.0
United States,2022-08-26,-9.0,-4.0,35.0,-20.0,-26.0,6.0
United States,2022-08-27,-9.0,-1.0,61.0,-13.0,-8.0,2.0
United States,2022-08-28,-6.0,-1.0,40.0,-11.0,-8.0,1.0
United States,2022-08-29,-11.0,-2.0,24.0,-22.0,-27.0,6.0
United States,2022-08-30,-9.0,-1.0,28.0,-21.0,-25.0,5.0
United States,2022-08-31,-6.0,0.0,31.0,-19.0,-25.0,4.0
United States,2022-09-01,-4.0,4.0,37.0,-17.0,-26.0,3.0
United States,2022-09-02,-6.0,2.0,40.0,-16.0,-28.0,3.0
United States,2022-09-03,-7.0,2.0,59.0,-11.0,-14.0,0.0
United States,2022-09-04,-4.0,0.0,59.0,-14.0,-13.0,-1.0
United States,2022-09-05,-11.0,-4.0,44.0,-33.0,-72.0,16.0
United States,2022-09-06,-10.0,1.0,17.0,-20.0,-26.0,4.0
United States,2022-09-07,-9.0,0.0,25.0,-20.0,-23.0,4.0
United States,2022-09-08,-9.0,0.0,34.0,-19.0,-23.0,3.0
United States,2022-09-09,-10.0,-4.0,29.0,-19.0,-22.0,3.0
United States,2022-09-10,-9.0,-2.0,51.0,-13.0,-8.0,1.0
United States,2022-09-11,-10.0,-3.0,16.0,-14.0,-8.0,1.0
United States,2022-09-12,-11.0,-2.0,19.0,-20.0,-23.0,4.0
United States,2022-09-13,-9.0,-1.0,29.0,-19.0,-23.0,3.0
United States,2022-09-14,-8.0,-1.0,31.0,-18.0,-22.0,3.0
United States,2022-09-15,-7.0,0.0,37.0,-17.0,-23.0,3.0
United States,2022-09-16,-9.0,-4.0,33.0,-18.0,-23.0,3.0
United States,2022-09-17,-8.0,-1.0,62.0,-11.0,-9.0,-1.0
United States,2022-09-18,-7.0,-2.0,36.0,-10.0,-9.0,0.0
United States,2022-09-19,-11.0,-2.0,20.0,-20.0,-24.0,4.0
United States,2022-09-20,-10.0,-1.0,27.0,-19.0,-23.0,3.0
United States,2022-09-21,-8.0,-1.0,26.0,-19.0,-22.0,3.0
United States,2022-09-22,-9.0,-1.0,26.0,-19.0,-23.0,4.0
United States,2022-09-23,-9.0,-3.0,27.0,-18.0,-23.0,3.0
United States,2022-09-24,-8.0,-1.0,58.0,-12.0,-9.0,0.0
United States,2022-09-25,-8.0,-2.0,26.0,-11.0,-10.0,1.0
United States,2022-09-26,-10.0,0.0,20.0,-21.0,-24.0,4.0
United States,2022-09-27,-10.0,0.0,23.0,-20.0,-23.0,4.0
United States,2022-09-28,-11.0,-4.0,18.0,-22.0,-25.0,4.0
