Date,Close,High,Low,Open,Volume
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
2017-01-01,2278.8701171875,2300.989990234375,2245.1298828125,2251.570068359375,70576420000
2017-02-01,2363.639892578125,2371.5400390625,2271.64990234375,2285.590087890625,69260940000
2017-03-01,2362.719970703125,2400.97998046875,2322.25,2380.1298828125,81664010000
2017-04-01,2384.199951171875,2398.159912109375,2328.949951171875,2362.340087890625,65369860000
2017-05-01,2411.800048828125,2418.7099609375,2352.719970703125,2388.5,79719460000
2017-06-01,2423.409912109375,2453.820068359375,2405.699951171875,2415.64990234375,81078810000
2017-07-01,2470.300048828125,2484.0400390625,2407.699951171875,2431.389892578125,63348090000
2017-08-01,2471.64990234375,2490.8701171875,2417.35009765625,2477.10009765625,70784900000
2017-09-01,2519.360107421875,2519.43994140625,2446.550048828125,2474.419921875,66624120000
2017-10-01,2575.260009765625,2582.97998046875,2520.39990234375,2521.199951171875,71088550000
2017-11-01,2647.580078125,2657.739990234375,2557.449951171875,2583.2099609375,73416960000
2017-12-01,2673.610107421875,2694.969970703125,2605.52001953125,2645.10009765625,65531700000
2018-01-01,2823.81005859375,2872.8701171875,2682.360107421875,2683.72998046875,77318690000
2018-02-01,2713.830078125,2835.9599609375,2532.68994140625,2816.449951171875,79933970000
2018-03-01,2640.8701171875,2801.89990234375,2585.889892578125,2715.219970703125,76803890000
2018-04-01,2648.050048828125,2717.489990234375,2553.800048828125,2633.449951171875,70194700000
2018-05-01,2705.27001953125,2742.239990234375,2594.6201171875,2642.9599609375,76011820000
2018-06-01,2718.3701171875,2791.469970703125,2691.989990234375,2718.699951171875,77891360000
2018-07-01,2816.2900390625,2848.030029296875,2698.949951171875,2704.949951171875,64898300000
2018-08-01,2901.52001953125,2916.5,2796.340087890625,2821.169921875,69523070000
2018-09-01,2913.97998046875,2940.909912109375,2864.1201171875,2896.9599609375,63031510000
2018-10-01,2711.739990234375,2939.860107421875,2603.5400390625,2926.2900390625,91930980000
2018-11-01,2760.169921875,2815.14990234375,2631.090087890625,2717.580078125,80620020000
2018-12-01,2506.85009765625,2800.179931640625,2346.580078125,2790.5,84162180000
2019-01-01,2704.10009765625,2708.949951171875,2443.9599609375,2476.9599609375,80859870000
2019-02-01,2784.489990234375,2813.489990234375,2681.830078125,2702.320068359375,70638770000
2019-03-01,2834.39990234375,2860.31005859375,2722.27001953125,2798.219970703125,79159660000
2019-04-01,2945.830078125,2949.52001953125,2848.6298828125,2848.6298828125,70090370000
2019-05-01,2752.06005859375,2954.1298828125,2750.52001953125,2952.330078125,77250740000
2019-06-01,2941.760009765625,2964.14990234375,2728.81005859375,2751.530029296875,71250630000
2019-07-01,2980.3798828125,3027.97998046875,2952.219970703125,2971.409912109375,70599470000
2019-08-01,2926.4599609375,3013.590087890625,2822.1201171875,2980.320068359375,80269220000
2019-09-01,2976.739990234375,3021.989990234375,2891.85009765625,2909.010009765625,74178980000
2019-10-01,3037.56005859375,3050.10009765625,2855.93994140625,2983.68994140625,77720640000
2019-11-01,3140.97998046875,3154.260009765625,3050.719970703125,3050.719970703125,72410620000
2019-12-01,3230.780029296875,3247.929931640625,3070.330078125,3143.85009765625,72325540000
2020-01-01,3225.52001953125,3337.77001953125,3214.639892578125,3244.669921875,77287980000
2020-02-01,2954.219970703125,3393.52001953125,2855.840087890625,3235.659912109375,84436590000
2020-03-01,2584.590087890625,3136.719970703125,2191.860107421875,2974.280029296875,162185380000
2020-04-01,2912.429931640625,2954.860107421875,2447.489990234375,2498.080078125,123608160000
2020-05-01,3044.31005859375,3068.669921875,2766.639892578125,2869.090087890625,107135190000
2020-06-01,3100.2900390625,3233.1298828125,2965.659912109375,3038.780029296875,131458880000
2020-07-01,3271.1201171875,3279.989990234375,3101.169921875,3105.919921875,96928130000
2020-08-01,3500.31005859375,3514.77001953125,3284.530029296875,3288.260009765625,82466520000
2020-09-01,3363.0,3588.110107421875,3209.449951171875,3507.43994140625,92310780000
2020-10-01,3269.9599609375,3549.85009765625,3233.93994140625,3385.8701171875,89938980000
2020-11-01,3621.6298828125,3645.989990234375,3279.739990234375,3296.199951171875,101247180000
2020-12-01,3756.070068359375,3760.199951171875,3633.39990234375,3645.8701171875,96375680000
2021-01-01,3714.239990234375,3870.89990234375,3662.7099609375,3764.610107421875,106117800000
2021-02-01,3811.14990234375,3950.429931640625,3725.6201171875,3731.169921875,99082320000
2021-03-01,3972.889892578125,3994.409912109375,3723.340087890625,3842.510009765625,122371150000
2021-04-01,4181.169921875,4218.77978515625,3992.780029296875,3992.780029296875,83124090000
2021-05-01,4204.10986328125,4238.0400390625,4056.8798828125,4191.97998046875,88321860000
2021-06-01,4297.5,4302.43017578125,4164.39990234375,4216.52001953125,102544180000
2021-07-01,4395.259765625,4429.97021484375,4233.1298828125,4300.72998046875,84255620000
2021-08-01,4522.68017578125,4537.35986328125,4367.72998046875,4406.85986328125,80500760000
2021-09-01,4307.5400390625,4545.85009765625,4305.91015625,4528.7998046875,85528860000
2021-10-01,4605.3798828125,4608.080078125,4278.93994140625,4317.16015625,80253600000
2021-11-01,4567.0,4743.830078125,4560.0,4610.6201171875,88268840000
2021-12-01,4766.18017578125,4808.93017578125,4495.1201171875,4602.81982421875,92750180000
2022-01-01,4515.5498046875,4818.6201171875,4222.6201171875,4778.14013671875,95562890000
2022-02-01,4373.93994140625,4595.31005859375,4114.64990234375,4519.56982421875,92667710000
2022-03-01,4530.41015625,4637.2998046875,4157.8701171875,4363.14013671875,123546260000
2022-04-01,4131.93017578125,4593.4501953125,4124.27978515625,4540.31982421875,90367840000
2022-05-01,4132.14990234375,4307.66015625,3810.320068359375,4130.60986328125,108860390000
2022-06-01,3785.3798828125,4177.509765625,3636.8701171875,4149.77978515625,106116710000
2022-07-01,4130.2900390625,4140.14990234375,3721.56005859375,3781.0,81688320000
2022-08-01,3955.0,4325.27978515625,3954.530029296875,4112.3798828125,92252350000
2022-09-01,3585.6201171875,4119.27978515625,3584.1298828125,3936.72998046875,94241020000
2022-10-01,3871.97998046875,3905.419921875,3491.580078125,3609.780029296875,95823760000
2022-11-01,4080.110107421875,4080.110107421875,3698.14990234375,3901.7900390625,92671910000
2022-12-01,3839.5,4100.9599609375,3764.489990234375,4087.139892578125,85249330000
